isBestSeller,product_title,product_main_image_url,app_sale_price,app_sale_price_currency,isPrime,product_detail_url,product_id,evaluate_rate,original_price
False,CE Blood Glucose Meters Monitor Diabetics Test glycuresis Monitor blood Sugar Glucometer medidor de glicose 50 strips+50 Needles,https://m.media-amazon.com/images/I/61MvzhcPaoL._AC_UL320_.jpg,,,False,https://www.amazon.com/dp/B01JOPTQ0Q,B01JOPTQ0Q,4.4 out of 5 stars,
False,"FORA Premium V10 Talking Blood Glucose Meter (English, Español)",https://m.media-amazon.com/images/I/81mvmqb9mTL._AC_UL320_.jpg,33.95,$,False,https://www.amazon.com/dp/B0841PTRP4,B0841PTRP4,4.3 out of 5 stars,
False,"HEYUANPIUS Blood Glucose Monitor， Diabetes Testing Glucometer with Test Strips, Needles, Blood Sugar Meter",https://m.media-amazon.com/images/I/51DFvcHIi4L._AC_UL320_.jpg,61.62,$,False,https://www.amazon.com/dp/B09MMXJ24Z,B09MMXJ24Z,,
False,OneTouch Verio Blood Glucose Flex System {Meter Only},https://m.media-amazon.com/images/I/5156R2fI0mL._AC_UL320_.jpg,21.99,$,True,https://www.amazon.com/dp/B07G1SQ35B,B07G1SQ35B,4.5 out of 5 stars,$23.99
False,Choice Wireless Blood Glucose Monitor,https://m.media-amazon.com/images/I/61u5bvFNGmL._AC_UL320_.jpg,23.79,$,True,https://www.amazon.com/dp/B07G38F6N5,B07G38F6N5,4.0 out of 5 stars,
False,Arkray Glucocard Expression Audio-Enabled Blood Glucose Monitoring System,https://m.media-amazon.com/images/I/4152Krt0BBL._AC_UL320_.jpg,15.85,$,False,https://www.amazon.com/dp/B08GP6XGMP,B08GP6XGMP,5.0 out of 5 stars,
False,"OneTouch Verio Flex Blood Glucose Monitoring System, Pack of 2",https://m.media-amazon.com/images/I/815au5HF-PL._AC_UL320_.jpg,53.19,$,False,https://www.amazon.com/dp/B0741GB3YC,B0741GB3YC,3.7 out of 5 stars,
False,"Blood Sugar Test Kit, Diabetes Testing Kit with 100 Test Strips and 100 Lancets, Blood Glucose Monitor Kit with Lancing Device, Portable Blood Glucose Meter for Home Use (Upgraded Needle)",https://m.media-amazon.com/images/I/71fj8T3pULL._AC_UL320_.jpg,25.99,$,True,https://www.amazon.com/dp/B09KC4TXZ7,B09KC4TXZ7,4.0 out of 5 stars,
False,Care Touch Blood Glucose Test Strips for Diabetes I For Use with Care Touch Blood Sugar Monitor - 1 Box of 100 Diabetic Test Strips,https://m.media-amazon.com/images/I/71xi00Rr7WS._AC_UL320_.jpg,22.99,$,True,https://www.amazon.com/dp/B0794DFH6F,B0794DFH6F,4.8 out of 5 stars,
False,"Care Touch Multi Colored Diabetic Lancets 30 Gauge - Lancets for Diabetes Testing and Blood Testing (300 Count), Fits Most Lancing Devices",https://m.media-amazon.com/images/I/61b2V-QwJ+L._AC_UL320_.jpg,13.99,$,True,https://www.amazon.com/dp/B07199BSMC,B07199BSMC,4.8 out of 5 stars,
False,Eva Hard Shell James Diabetes Compact Case for Glucose Meter Test Strips Lancing Device. (Blue),https://m.media-amazon.com/images/I/51lcEdCeLEL._AC_UL320_.jpg,9.99,$,True,https://www.amazon.com/dp/B07GX97Q3M,B07GX97Q3M,4.0 out of 5 stars,
False,Diabetes Relion Bundle of 03 Products + Free Better Idea Guide - STERILE Alcohol SWABS 100ct | Test Strips 50ct | Micro-Thin LANCETS 33G 100ct,https://m.media-amazon.com/images/I/81TCkN++2hL._AC_UL320_.jpg,29.99,$,False,https://www.amazon.com/dp/B08X19Q7PM,B08X19Q7PM,,
False,AlphaTrak 2 Control Solution Package of 2 Bottles,https://m.media-amazon.com/images/I/61EmQuiDbfL._AC_UL320_.jpg,23.85,$,False,https://www.amazon.com/dp/B0049PPUGG,B0049PPUGG,4.8 out of 5 stars,
False,Glucocard Vital Blood Glucose System,https://m.media-amazon.com/images/I/51mtuSqNl3L._AC_UL320_.jpg,9.95,$,False,https://www.amazon.com/dp/B00E4R4LYQ,B00E4R4LYQ,4.6 out of 5 stars,
False,"Blood Glucose Monitor Kit, EXACTIVE EQ Diabetes Testing Kit, Sugar Control with 25 Test Strips + Codefree Lancet for Diabetics",https://m.media-amazon.com/images/I/61Zzsp1XGWL._AC_UL320_.jpg,19.11,$,True,https://www.amazon.com/dp/B08YXG5Z5Q,B08YXG5Z5Q,2.7 out of 5 stars,
False,"HEYUANPIUS Blood Glucose Monitor Kit, ​Blood Glucose Meter Glucometer Kit Code Free Diabetes Test Blood Sugar Monitor 50pcs Strips Test Paper",https://m.media-amazon.com/images/I/417kiV2ztKL._AC_UL320_.jpg,38.18,$,False,https://www.amazon.com/dp/B09QKSW5J9,B09QKSW5J9,,
False,"ZHIERPIUS Blood Sugar Test Kit, Large Screen Blood Glucose Monitoring Kit Diabetes Testing Equipment with 25pcs Test Strips",https://m.media-amazon.com/images/I/61U6Uw9I3kL._AC_UL320_.jpg,54.09,$,False,https://www.amazon.com/dp/B09QLZQ61D,B09QLZQ61D,,
False,"RONGXI Family Essential Life Kit, Blood Sugar Test Kit,Diabetes Blood Glucose Meter Glucometer/Glucose Meter Kit，5 Second Results,with 50 Test Strips and 50 Lancets Sugar Machine No Coding",https://m.media-amazon.com/images/I/71Tb9-puuQS._AC_UL320_.jpg,52.08,$,False,https://www.amazon.com/dp/B099NVW4R5,B099NVW4R5,,
False,HEYUANPIUS Blood Glucose Monitor Kit Uric Acid Meter Glucometer 2in1 Blood Glucose Tester Glucometer for Diabetes Gout with 50 Test Strips and Carry Case,https://m.media-amazon.com/images/I/61B5p1J9NbL._AC_UL320_.jpg,105.20,$,False,https://www.amazon.com/dp/B09SNRLDHJ,B09SNRLDHJ,,
False,"RONGXI Portable Home Testing Kit, Smart Blood Glucose Meter with Test Strips 5s Test Accurate for Diabetes Glucometer Monitor Blood Sugar Meter",https://m.media-amazon.com/images/I/61lcWWUBgjL._AC_UL320_.jpg,37.97,$,False,https://www.amazon.com/dp/B09MG2CSB2,B09MG2CSB2,,
False,Circa VALIDIO Blood Glucose Test Strips 50's Pack (2 Vials of 25),https://m.media-amazon.com/images/I/51cnZco7cbL._AC_UL320_.jpg,10.99,$,True,https://www.amazon.com/dp/B09CTWNFMS,B09CTWNFMS,5.0 out of 5 stars,
False,CARESHINE 50 Extra Lancets + 50 Extra Blood Test Strips for Diabetes Testing Kit Digital Handheld Blood Glucose Monitor,https://m.media-amazon.com/images/I/615N8MZ6HRL._AC_UL320_.jpg,16.90,$,False,https://www.amazon.com/dp/B07XJ4X8NR,B07XJ4X8NR,5.0 out of 5 stars,
False,"CUROfit G10 Glucose Home Test Kit : NFC Enabled Connect with CUROfit on iOS & Android Devices- Blood Sugar Monitor Device, 10 Test Strips!! Completion of Necessary Equipment for Test",https://m.media-amazon.com/images/I/61U0nSoh+AS._AC_UL320_.jpg,9.99,$,False,https://www.amazon.com/dp/B08PJLQ7MB,B08PJLQ7MB,4.2 out of 5 stars,
False,"CVS A1C At Home Test Kit, Home Use Monitoring of Glycemic Control, Easy Operation for at home A1C Monitoring",https://m.media-amazon.com/images/I/71+-WDbrIVL._AC_UL320_.jpg,52.79,$,False,https://www.amazon.com/dp/B01M10HHY7,B01M10HHY7,4.3 out of 5 stars,$57.94
False,"O'WELL Tyson Blood Glucose Monitoring Kit | Starter Kit + 50 Refills | Tyson HT100 Meter, 50 Test Strips, 50 Lancets, Lancing Device, Control Solution, Log Book, Manual and Carry Case",https://m.media-amazon.com/images/I/817SYmzQg-L._AC_UL320_.jpg,,,True,https://www.amazon.com/dp/B07CWGQPLP,B07CWGQPLP,4.3 out of 5 stars,
False,Digital Glucose Meter Kit with Strips and Lancets Handheld Monitor for Home& Travel Use (1 Glucose Monitor+50 Test Strips+50 Lancets),https://m.media-amazon.com/images/I/51QqjBL10OL._AC_UL320_.jpg,20.99,$,False,https://www.amazon.com/dp/B07XP9GRGM,B07XP9GRGM,3.8 out of 5 stars,
False,"Blood Sugar Test Kit,Diabetes Blood Glucose Meter Monitor Kit with 50 Test Strips and 50 Lancets Sugar Machine No Coding，Finger Blood Test, A Must-Have at Home, Perfect Gift for Diabetics",https://m.media-amazon.com/images/I/71Z8pp2ZfnS._AC_UL320_.jpg,46.86,$,False,https://www.amazon.com/dp/B099NWMGZ2,B099NWMGZ2,,
False,Protective Hard Shell Diabetic Travel Case Testing Kit Organizer for Glucose Monitoring System/Blood Sugar Meter/Test Strips/Syringes/Needles/Pens/Lancets Device/Medication/Pills/Tablets Vials,https://m.media-amazon.com/images/I/512d6cgEeCL._AC_UL320_.jpg,6.99,$,False,https://www.amazon.com/dp/B09NN3RG6K,B09NN3RG6K,,
False,"CONTROL D Blood Glucose Monitor Diabetes Management Kit -1 Meter, 1 Lancing Device, 100 Lancets,100 Alcohol Swabs, 100 Test Strips, Carrying Case",https://m.media-amazon.com/images/I/61-Sme2RTBL._AC_UL320_.jpg,29.95,$,True,https://www.amazon.com/dp/B07YDYNN3P,B07YDYNN3P,5.0 out of 5 stars,
False,"TRUE METRIX® Control Solution Bundle Level 1, Level 2 and Level 3 Solutions + TRUEplus® Log Book",https://m.media-amazon.com/images/I/61Mw772r8BL._AC_UL320_.jpg,18.99,$,True,https://www.amazon.com/dp/B08L5L3QB7,B08L5L3QB7,4.6 out of 5 stars,
False,Nylon Hard Shell James Diabetes Compact Case for Glucose Meter Test Strips Lancing Device. (Blue),https://m.media-amazon.com/images/I/51HTiL4f1TL._AC_UL320_.jpg,11.99,$,True,https://www.amazon.com/dp/B07GXBYQGC,B07GXBYQGC,4.6 out of 5 stars,
False,"SUOTENG Blood Glucose Meter, Blood Glucose Monitor Kit with Test Strips Needles Test Accurate for Glucometer",https://m.media-amazon.com/images/I/61JDvzZRQ8S._AC_UL320_.jpg,62.50,$,False,https://www.amazon.com/dp/B094CGVXVB,B094CGVXVB,,
False,Finlon Blood Glucose Meter Kit Electronic Glucometer Digital Handheld Blood Glucose Monitor Universal Holster Case w Belt Clip Carrier Strips Storage Carry Travel Pouch Test CGM Diabetic Cover Holder,https://m.media-amazon.com/images/I/61aMuY6I1OL._AC_UL320_.jpg,,,False,https://www.amazon.com/dp/B07KQGQG4M,B07KQGQG4M,,
False,Advocate Redi-Code Plus Test Strips Package - 6 Boxes (300ct) with Non-Speaking Blood Glucose Meter,https://m.media-amazon.com/images/I/719oSBEYIkL._AC_UL320_.jpg,65.59,$,False,https://www.amazon.com/dp/B08BDHQ3CC,B08BDHQ3CC,4.2 out of 5 stars,
False,"AUVON I-QARE DS-W Draw-in Blood Glucose Test Strips (200 Count) for use with AUVON DS-W Diabetes Sugar Testing Meter (No Coding Required, 4 Box of 50 Each)",https://m.media-amazon.com/images/I/71IMrXuR16L._AC_UL320_.jpg,29.99,$,True,https://www.amazon.com/dp/B09T6CHZVZ,B09T6CHZVZ,,
False,"Blood Glucose Monitor - Diabetes Testing Kit with 100 Test Strips and 100 Lancets - Blood Glucose Meter with Lancing Device - Smart, Portable Blood Sugar Test Kit for Home Use",https://m.media-amazon.com/images/I/71pre-8ou3S._AC_UL320_.jpg,28.99,$,True,https://www.amazon.com/dp/B093GK1VYD,B093GK1VYD,4.5 out of 5 stars,
False,A1CNow+ System (Monitor w/20 Strips) PTS Diagnostics (Diabetes),https://m.media-amazon.com/images/I/310x7pg7FIL._AC_UL320_.jpg,198.59,$,False,https://www.amazon.com/dp/B00KBZ4Y5G,B00KBZ4Y5G,4.5 out of 5 stars,
False,"McKesson QUINTET AC Blood Glucose Test Strips - Auto Coding, Noble Electrode Strips, for Self-Testing and Point-of-Care Testing of Whole Blood Glucose, 50 Strips, 20 Packs, 1000 Total",https://m.media-amazon.com/images/I/71NZaNgQK6L._AC_UL320_.jpg,199.99,$,False,https://www.amazon.com/dp/B0784SQMY1,B0784SQMY1,4.8 out of 5 stars,
False,Care Touch Diabetic Lancets 30 Gauge - Lancets for Diabetes Testing and Blood Testing - 200 Lancets pack of 1,https://m.media-amazon.com/images/I/7180bRvdSdL._AC_UL320_.jpg,6.11,$,True,https://www.amazon.com/dp/B01GGGS8BE,B01GGGS8BE,4.8 out of 5 stars,$6.93
False,"Care Touch Multi Colored Diabetic Lancets 30 Gauge - Lancets for Diabetes Testing and Blood Testing (200 Count), Fits Most Lancing Devices",https://m.media-amazon.com/images/I/61qjaPBkKoL._AC_UL320_.jpg,7.69,$,True,https://www.amazon.com/dp/B071RYXFG8,B071RYXFG8,4.8 out of 5 stars,$11.99
False,"OKRA Diabetes Testing Kit: Blood Glucose Meter, 150 Test Strips, 150 Lancets, Lancing Device and more!",https://m.media-amazon.com/images/I/61xBJwVJRYL._AC_UL320_.jpg,29.99,$,True,https://www.amazon.com/dp/B09GZWZ43H,B09GZWZ43H,5.0 out of 5 stars,
False,"Blood Glucose Monitor Kit, Family Health Kit Glucose Monitor Kit Electronic Glucometer Digital Handheld Blood Glucose Monitor Diabetes Test Meter Monitor With 50/100 Test Strips ( Color : 1 )",https://m.media-amazon.com/images/I/61itEzP74xL._AC_UL320_.jpg,47.82,$,False,https://www.amazon.com/dp/B09SPTQ51J,B09SPTQ51J,,
False,Prodigy Bundle Deal Savings 250 Ct Test Strips by Prodigy,https://m.media-amazon.com/images/I/41Nlmu+RJeL._AC_UL320_.jpg,,,False,https://www.amazon.com/dp/B01N9H1LBI,B01N9H1LBI,5.0 out of 5 stars,
False,"EasyTouch Glucose Monitoring System - (1 Meter, 10 Twist Lancets, 1 Lancing Device per Box) Blue/Green",https://m.media-amazon.com/images/I/81y2U5wFhnL._AC_UL320_.jpg,7.49,$,True,https://www.amazon.com/dp/B006P1BEGW,B006P1BEGW,4.5 out of 5 stars,
False,Accu-Chek Guide Blood Glucose Monitoring System - 1 Each,https://m.media-amazon.com/images/I/71nYlsOwieL._AC_UL320_.jpg,,,True,https://www.amazon.com/dp/B0716J6KMD,B0716J6KMD,4.6 out of 5 stars,
False,"Embrace Diabetes Testing Kit includes 1 Embrace Talk Meter, 50 Embrace Talk Test strips, 50 Embrace 30g Lancets, 1 Embrace Lancing Device, 1 Control solution and Carrying Case",https://m.media-amazon.com/images/I/51e2wfZU5dL._AC_UL320_.jpg,29.99,$,False,https://www.amazon.com/dp/B082MTC86Z,B082MTC86Z,4.8 out of 5 stars,
False,RRG Dr. Morepen BG-03 Test Strips - 100 Strips (Multicolor),https://m.media-amazon.com/images/I/51fkSMCiGCL._AC_UL320_.jpg,44.00,$,False,https://www.amazon.com/dp/B08Z46RJFR,B08Z46RJFR,,
False,Arkray Glucocard Shine Meter with Shine 50 Test Strips,https://m.media-amazon.com/images/I/41wuXDPJKzL._AC_UL320_.jpg,28.96,$,False,https://www.amazon.com/dp/B08GNXGPVM,B08GNXGPVM,3.0 out of 5 stars,
False,CJ760050BX - Glucocard Vital Test Strip (50 Count),https://m.media-amazon.com/images/I/71C65DW49iS._AC_UL320_.jpg,9.95,$,False,https://www.amazon.com/dp/B003DK6X14,B003DK6X14,4.3 out of 5 stars,
False,"HEYUANPIUS Home Monitoring kit, 3 in 1 Multi-Function Blood Glucose Monitor Cholesterol Uric Acid Meter Glucometer Diabetes Gout Test Blood Sugar with Test Strips",https://m.media-amazon.com/images/I/51GU-fA+dHL._AC_UL320_.jpg,97.26,$,False,https://www.amazon.com/dp/B09T3C7XXY,B09T3C7XXY,,
False,"ZHIERPIUS Blood Sugar Test Kit, 3 in 1 Multi-Function Blood Glucose Monitor Cholesterol Uric Acid Meter Glucometer Diabetes Gout Test Blood Sugar Test Strips",https://m.media-amazon.com/images/I/613NJtg3wnL._AC_UL320_.jpg,95.61,$,False,https://www.amazon.com/dp/B09SLMRMJY,B09SLMRMJY,,
False,"RONGXI Family Essential Life Kit, Blood Sugar Test Kit,Diabetes ​Glucose Meter， Testing Machine Blood Sugar，50 Glucometer Strips, 50 Sharp Object, for Diabetes Blood Test Finger",https://m.media-amazon.com/images/I/61n97ZyE0KS._AC_UL320_.jpg,52.08,$,False,https://www.amazon.com/dp/B099NWSTZK,B099NWSTZK,,
False,WaveSense Presto Blood Glucose Meter Kit & 50 Presto Test Strips,https://m.media-amazon.com/images/I/31i1ufaKWFL._AC_UL320_.jpg,22.88,$,False,https://www.amazon.com/dp/B001MU857M,B001MU857M,2.0 out of 5 stars,
False,Accu-Chek Active 2 Packs of 100 (50x2) Test Strips + 4 Pack of Softclix Lancet 25,https://m.media-amazon.com/images/I/61PQJKUJefS._AC_UL320_.jpg,77.98,$,False,https://www.amazon.com/dp/B094NVL3TN,B094NVL3TN,3.3 out of 5 stars,
False,"FreeStyle Lite, Blood Glucose Monitoring System - 1 ea",https://m.media-amazon.com/images/I/61WtD84w40L._AC_UL320_.jpg,21.99,$,False,https://www.amazon.com/dp/B001946SKM,B001946SKM,4.6 out of 5 stars,$22.00
False,"HEYUANPIUS Blood Glucose Monitor Kit, 3in1 Blood Glucose&Uric Acid&Cholesterol Meter Household Glucometer Kit Diabetes Gout Tester Monitor Device with Test Strips",https://m.media-amazon.com/images/I/61viCYWDC3L._AC_UL320_.jpg,111.58,$,False,https://www.amazon.com/dp/B09SPVNXCS,B09SPVNXCS,,
False,"Raindrop USA - Clever Choice Voice HD Blood Glucose Monitor Kit (200 Test Strips, 200 Lancets)",https://m.media-amazon.com/images/I/616XJ+2o0XL._AC_UL320_.jpg,45.99,$,False,https://www.amazon.com/dp/B072BG6W4X,B072BG6W4X,4.1 out of 5 stars,
False,Blood Glucose Monitor Kit Diabetic Test Kit Auto Coding Blood Sugar Testing Kit with 50 Test Strips and 50 Lancets Diabetic Kit Starter Kit Shipping from The US,https://m.media-amazon.com/images/I/51JehRsbeLL._AC_UL320_.jpg,21.99,$,False,https://www.amazon.com/dp/B09PTS2TBS,B09PTS2TBS,5.0 out of 5 stars,
False,Care Touch Blood Glucose Test Strips for Diabetes I For Use with Care Touch Blood Sugar Monitor - 1 Box of 50 Diabetic Test Strips,https://m.media-amazon.com/images/I/71D63eZqZUL._AC_UL320_.jpg,11.95,$,True,https://www.amazon.com/dp/B076VSWYZF,B076VSWYZF,4.7 out of 5 stars,
False,Accu-Chek Guide Test Strips for Diabetic Blood Glucose Testing (Pack of 100),https://m.media-amazon.com/images/I/71imFW8YsAL._AC_UL320_.jpg,44.99,$,False,https://www.amazon.com/dp/B087NPJX1W,B087NPJX1W,4.8 out of 5 stars,
False,"Blood Sugar Test Kit, Diabetes Testing Kit with 100 Test Strips and 100 Lancets, Blood Glucose Monitor Kit with Lancing Device, Portable Blood Glucose Meter for Home Use (Upgraded Needle)",https://m.media-amazon.com/images/I/71fj8T3pULL._AC_UL320_.jpg,25.99,$,True,https://www.amazon.com/dp/B09KC4TXZ7,B09KC4TXZ7,4.0 out of 5 stars,
False,PetTest Diabetes Blood Glucose Tests Strips for Dogs and Cats for use with PetTest Glucose Monitor (50 Strips),https://m.media-amazon.com/images/I/71G3imbXQwL._AC_UL320_.jpg,39.95,$,True,https://www.amazon.com/dp/B01AK8YDE0,B01AK8YDE0,4.7 out of 5 stars,
False,"Blood Glucose Monitor - Diabetes Testing Kit with 100 Test Strips and 100 Lancets - Blood Glucose Meter with Lancing Device - Smart, Portable Blood Sugar Test Kit for Home Use",https://m.media-amazon.com/images/I/71pre-8ou3S._AC_UL320_.jpg,28.99,$,True,https://www.amazon.com/dp/B093GK1VYD,B093GK1VYD,4.5 out of 5 stars,
False,Care Touch Diabetic Lancets 30 Gauge - Lancets for Diabetes Testing and Blood Testing - 200 Lancets pack of 1,https://m.media-amazon.com/images/I/7180bRvdSdL._AC_UL320_.jpg,6.11,$,True,https://www.amazon.com/dp/B01GGGS8BE,B01GGGS8BE,4.8 out of 5 stars,$6.93
